    ,InsuranceType,DateFrom,DateTo,Status,InsurancePolicyNo,ChassisNumber
BAL7695ZM,,01-04-20,31-03-21,,1571562,LZZ5CLSB9KD577134
BAL6912ZM,,01-04-20,31-03-21,,1571563,LZZ5CLSB0KD577135
BAL6913ZM,,01-04-20,31-03-21,,1571564,LZZ5CLSB2KD577136
BAL6914ZM,,01-04-20,31-03-21,,1571565,LZZ5CLSB4KD577137
BAL6915ZM,,01-04-20,31-03-21,,1571566,LZZ5CLSB6KD577138
BAL6916ZM,,01-04-20,31-03-21,,1571570,LZZ5CLSB8KD577139
BAL6917ZM,,01-04-20,31-03-21,,1571571,LZZ5CLSB4KD577140
BAL6918ZM,,01-04-20,31-03-21,,1571569,LZZ5CLSB6KD577141
BAL6919ZM,,01-04-20,31-03-21,,1571572,LZZ5CLSB8KD577142
BAL6920ZM,,01-04-20,31-03-21,,1571573,LZZ5CLSBXKD577143
BAL6921ZM,,01-04-20,31-03-21,,1571574,LZZ5CLSB1KD577144
BAG4858ZM,,01-10-19,31-12-19,,,LZZ5ELND0DD752283
BAG2910ZM,,01-10-19,31-12-19,,,LZZ5ELNDXDD752291
BAE321,,01-10-19,30-09-20,,,JN1TANY62Z0025270
BAG2954ZM,,01-10-19,30-09-20,,,LVAV2MBB1GJ004110
BAF7009ZM,,01-10-19,30-09-20,,,LVAV2MBB2GJ004102
BAF9001ZM,,01-10-19,30-09-20,,,LVAV2MBBXGJ004087
BAH 8541ZM,,01-10-19,30-09-20,,1570030,WVGZZZ5NZFW030801
AJD7255,,01-10-19,30-09-20,,1570035,ADM2RD85CF3522169
AHB6613ZM,,01-10-19,30-09-20,,,LZGJLDR43JX066052
AHB6614ZM,,01-10-19,30-09-20,,,LZGJLDR49JX066055
AHB6615ZM,,01-10-19,30-09-20,,,LZGJLDR42JX066057
AHB6616ZM,,01-10-19,30-09-20,,,LZGJLDR46JX066059
AHB6617ZM,,01-10-19,30-09-20,,,LZGJLDR44JX066058
AHB6619ZM,,01-10-19,30-09-20,,,LZGJLDR44JX066061
AHB6620ZM,,01-10-19,30-09-20,,,LZGJLDR42JX066060
AHB6621ZM,,01-10-19,30-09-20,,,LZGJLDR47JX066054
AHB6622ZM,,01-10-19,30-09-20,,,LZGJLDR41JX066051
AHB6623ZM,,01-10-19,30-09-20,,,LZGJLDR40JX066056
AHB6624ZM,,01-10-19,30-09-20,,,LZGJLDR46JX066062
AHB6625ZM,,01-10-19,30-09-20,,,LZGJLDR45JX066053
BAL 5834ZM,,25-09-19,30-09-20,,1570049,LEFEDAD16JHP22340
BAL 5927ZM,,25-09-19,30-09-20,,,LEFEDAD11JHP22259
ALH 2738,,01-10-19,30-09-20,,,MROFZ29G-001535272
BAC 6286,,01-10-19,30-09-20,,,LVBV4JBB4FJD46421
ALE 9928,,01-10-19,30-09-20,,,V2J1210003020
ARB4482ZM,,26-09-19,30-09-20,,,FE72CE-500337
BAK985ZM,,01-10-19,30-09-20,,,LVBV4JBB3JE005201
BAK986ZM,,01-10-19,30-09-20,,,LVBV4JBB7JE005203
BAK987ZM,,01-10-19,30-09-20,,,LVBV4JBB5JE005202
BAK988ZM,,01-10-19,30-09-20,,,LVBV4JBB1JE005200
BAL6155ZM,,27-09-19,30-09-20,,,LVBS6PEB3KT007877
BAE1997,,,,,,
BAL4621ZM,,01-10-19,30-09-20,,1570112,NZT240-0089443
BAB5995,,01-10-19,30-09-20,,,JTFDP626300036872
,,,,,,
BAL3733ZM,,01-10-19,30-09-20,,1570122,LEFADCD12JHP22264
BAK5948ZM,,01-01-20,31-12-20,,1570127,LVAV2MBB2JC025060
ALV3101,,03-10-19,31-12-19,,1570128,LZZ5ELND8DD752273
BAG3749ZM,,03-10-19,31-12-19,,1570129,LZZ5ELNDXDD752257
BAF9136ZM,,03-10-19,31-12-19,,1570130,LZZ5ELND7DD752281
BAG2909ZM,,03-10-19,31-12-19,,1570131,LZZ5ELND9DD752279
ALH8982,,13-10-19,30-09-20,,1570190,AHTFZ29G409087105
AEB1198ZM,,05-10-19,30-09-20,,1570134,YF15-007260
AJD1791,,05-10-19,31-12-19,,,KDJ95-0007799
BAE6666,,07-10-19,30-09-20,,1570137,V75W-0003423
ACR933,,07-10-19,30-09-20,,,AZR650042428
ALX4943,,08-10-19,30-09-20,,1570139,MM6UPOYB1E0204260
BAJ5865ZM,,09-10-19,30-06-20,,,JHLRE28308C201387
ADD 5357,,01-04-20,31-03-21,,,LZZ5ELND9EA791375
ALX1466,,11-10-19,31-12-19,,1570147,LZZ5ELND4DD752285
ALX3946,,11-10-19,31-12-19,,1570148,LZZ5ELNDXDD752274
ACU0217,,01-01-19,31-12-19,,1570189,LZZ5ELSD2CW66925
BAA9621,,15-10-19,30-09-20,,1570192,LVAV2MBB3DJ053708
ALT3730,,18-10-19,31-12-19,,1570194,LZZ5ELND8DD752256
,,,,,,
ALT3547,,18-10-19,31-12-19,,1570195,LZZ5ELND6DD752269
BAJ4194ZM,,20-10-19,30-09-20,,,LVBV6PEC0JL603212
,,,,,,
BAH6611ZM,,20-10-19,30-09-20,,,LZZ5ELND7HN284732
ABX6510,,22-10-19,30-09-20,,1570199,KZJ95-0122522
11CD77Z,,22-10-19,30-09-20,,1570200,WBAWX9101H0K15582
ALL7789,,22-10-19,30-09-20,,1570201,JN1TANY62Z0015120
BAJ3136ZM,,23-10-19,30-09-20,,1570209,XZU330-0001207
AJD 5377T,,23-10-19,30-09-20,,1570205,AAH136394PEE30122
BAL 6792ZM,,23-10-19,30-09-20,,1570206,LA996RTC7KOSYL007
BAL 6794ZM,,23-10-19,30-09-20,,1570207,LA996RTC9KOSYL008
BAL 6791ZM,,23-10-19,30-09-20,,1570208,LA996RTC0KOSYL009
BAG4043ZM,,24-10-19,30-09-20,,1570210,GYL15-2440393
BAE8091,,28-10-19,30-09-20,,1570212,LVBV4JBB1GJ037998
BAJ5746ZM,,04-11-19,30-09-20,,1570214,AHTFZ29G509095617
BAL7809ZM,,06-11-19,30-09-20,,,LZGJRDT68JX097399
GRZ 435CN,,06-11-19,30-09-20,,1570217,LVAV2MBBXFJ014844
BAL8115ZM,,11-11-19,30-09-20,,,WF0LXXGCBLDC76472
BAL8663ZM,,13-11-19,30-09-20,,,NRE160-7016320
ALJ 3805,,01-01-20,31-12-20,,,AHTFZ29G309085085
ALF  2186,,01-01-20,31-12-20,,,AHTFZ59G60817797
BAL8731ZM,,16-11-19,30-09-20,,1570228,NRE160-7016243
BAL8402,,19-11-19,30-09-20,,1570229,LFCNKF5P7K2010557
BAL7055ZM,,20-11-19,30-09-20,,,JTEBH3FJ50K116698
BAB3711,,22-11-19,30-09-20,,1570231,FE638E-523513
AHB6080ZM,,01-01-20,31-12-20,,1570234,LZGJLNR43JX093449
AHB6081ZM,,01-01-20,31-12-20,,1570234,LZGJLNR4XJX093450
AHB6083ZM,,01-01-20,31-12-20,,1570234,LZGJLNR41JX093451
AHB6083ZM,,01-01-20,31-12-20,,1570234,LZGJLNR41JX093451
AHB6078ZM,,01-01-20,31-12-20,,1570234,LZGJLNR43JX093452
AHB6079ZM,,01-01-20,31-12-20,,1570234,LZGJLNR47JX093454
AHB6107ZM,,01-01-20,31-12-20,,1570234,LZGJLNR49JX093472
AHB6089ZM,,01-01-20,31-12-20,,1570234,LZGJLNR46JX093459
AHB6088ZM,,01-01-20,31-12-20,,1570234,LZGJLNR49JX093455
AHB6109ZM,,01-01-20,31-12-20,,1570234,LZGJLNR44JX093461
AHB6111ZM,,01-01-20,31-12-20,,1570234,LZGJLNR45JX093467
AHB6086ZM,,01-01-20,31-12-20,,1570234,LZGJLNR44JX093458
AHB6084ZM,,01-01-20,31-12-20,,1570234,LZGJLNR42JX093457
AHB6099ZM,,01-01-20,31-12-20,,1570234,LZGJLNR49JX093469
AHB6095ZM,,01-01-20,31-12-20,,1570234,LZGJLNR43JX093466
AHB6087ZM,,01-01-20,31-12-20,,1570234,LZGJLNR42JX093460
AHB6091ZM,,01-01-20,31-12-20,,1570234,LZGJLNR4XJX093464
AHB6092ZM,,01-01-20,31-12-20,,1570234,LZGJLNR41JX093465
AHB6085ZM,,01-01-20,31-12-20,,1570234,LZGJLNR40JX093456
AHB6106ZM,,01-01-20,31-12-20,,1570234,LZGJLNR47JX093471
AHB6094ZM,,01-01-20,31-12-20,,1570234,LZGJLNR42JX093474
AHB6093ZM,,01-01-20,31-12-20,,1570234,LZGJLNR48JX093463
AHB6097ZM,,01-01-20,31-12-20,,1570234,LZGJLNR46JX093462
AHB6111ZM,,01-01-20,31-12-20,,1570334,LZGJLNR45JX093470
AHB6108ZM,,01-01-20,31-12-20,,1570234,LZGJLNR40JX093473
AHB6117ZM,,01-01-20,31-12-20,,1570234,LJRC12384J7005582
AHB6143ZM,,01-01-20,31-12-20,,1570234,LJRC12389J7005576
AHB6115ZM,,01-01-20,31-12-20,,1570234,LJRC12385J7005588
AHB6121ZM,,01-01-20,31-12-20,,1570234,LJRC12385J7005591
AHB6127ZM,,01-01-20,31-12-20,,1570234,LJRC12388J7005570
AHB6178ZM,,01-01-20,31-12-20,,1570234,LJRC12384J7005579
AHB6128ZM,,01-01-20,31-12-20,,1570234,LJRC12383J7005573
AHB6122ZM,,01-01-20,31-12-20,,1570234,LJRC12383J7005587
AHB6129ZM,,01-01-20,31-12-20,,1570234,LJRC12387J7005589
AHB6112ZM,,01-01-20,31-12-20,,1570234,LJRC1238XJ7005585
AHB6130ZM,,01-01-20,31-12-20,,1570234,LJRC12387J7005575
AHB6101ZM,,01-01-20,31-12-20,,1570234,LJRC12381J7005569
AHB6114ZM,,01-01-20,31-12-20,,1570234,LJRC12382J7005578
AHB6119ZM,,01-01-20,31-12-20,,1570234,LJRC12383J7005590
AHB6103ZM,,01-01-20,31-12-20,,1570234,LJRC12380J7005580
AHB6124ZM,,01-01-20,31-12-20,,1570234,LJRC12381J7005586
AHB6116ZM,,01-01-20,31-12-20,,1570234,LJRC12382J7005581
AHB6102ZM,,01-01-20,31-12-20,,1570234,LJRC12381J7005572
AHB6123ZM,,01-01-20,31-12-20,,1570234,LJRC12387J7005592
AHB6118ZM,,01-01-20,31-12-20,,1570234,LJRC12386J7005583
AHB6104ZM,,01-01-20,31-12-20,,1570234,LJRC12388J7005567
AHB6120ZM,,01-01-20,31-12-20,,1570234,LJRC12385J7005574
AHB6179ZM,,01-01-20,31-12-20,,1570234,LJRC1238XJ7005568
AHB6100ZM,,01-01-20,31-12-20,,1570234,LJRC12388J7005584
AHB6105ZM,,01-01-20,31-12-20,,1570234,LJRC1238XJ7005571
AHB6125ZM,,01-01-20,31-12-20,,1570234,LJRC1238XJ7005571
AHB6125ZM,,01-01-20,31-12-20,,1570234,LJRC12389J7005593
BLA1823ZM,,27-11-19,30-09-20,,1570292,ANH20-8002788
BAL8760ZM,,26-11-19,30-09-20,,1570291,6FPPXMJ2PCG42168
BAL8869ZM,,28-11-19,30-09-20,,1570293,SALLAAAF5EA720712
BAL8910ZM,,29-11-19,30-09-20,,,LZGJL4V43KX102636
BAL8683ZM,,29-11-19,30-09-20,,,LZGJL4V47KX102641
BAL8904ZM,,29-11-19,30-09-20,,,LZGJL4V45KX102640
BAL8908ZM,,29-11-19,30-09-20,,,LZGJL4V44KX102645
BAL8909ZM,,29-11-19,30-09-20,,,LZGJL4V48KX102633
BAL8823ZM,,29-11-19,30-09-20,,,LZGJL4V46KX102632
BAL8822ZM,,29-11-19,30-09-20,,,LZGJL4V4XKX102634
BAL8820ZM,,29-11-19,30-09-20,,,LZGJL4V46KX102629
BAL8706ZM,,29-11-19,30-09-20,,,LZGJL4V42KX102630
BAL8682ZM,,29-11-19,30-09-20,,,LZGJL4V44KX102631
BAL8905ZM,,29-11-19,30-09-20,,1570326,LJRP12377K7005375
BAL8674ZM,,29-11-19,30-09-20,,1570327,LJRP12378K7005384
BAL8679ZM,,29-11-19,30-09-20,,1570328,LJRP12370K7005380
BAL8681ZM,,29-11-19,30-09-20,,1570329,LJRP12374K7005382
BAL8685ZM,,29-11-19,30-09-20,,1570330,LJRP12379K7005376
BAL8688ZM,,29-11-19,30-09-20,,1570331,LJRP12375K7005374
BAL8907ZM,,29-11-19,30-09-20,,1570332,LJRP12373K7005373
BAL8671ZM,,29-11-19,30-09-20,,,LZGJL4V46KX102646
BAL8672ZM,,29-11-19,30-09-20,,,LZGJL4V49KX102639
BAL8678ZM,,29-11-19,30-09-20,,,LZGJL4V42KX102644
BAL8686ZM,,29-11-19,30-09-20,,,LZGJL4V49KX102642
BAL8687ZM,,29-11-19,30-09-20,,1570322,LJRP12378K7005370
BAL8824ZM,,29-11-19,30-09-20,,1570323,LJRP12371K7005372
BAL8684ZM,,29-11-19,30-09-20,,1570324,LJRP1237XK7005371
BAL9030ZM,,29-11-19,30-09-20,,1570325,LJRP12370K7005377
BAL9030ZM,,29-11-19,30-09-20,,,LJRP12370K7005377
BAL9030ZM,,29-11-19,30-09-20,,,LJRP12370K7005377
BAL8974ZM,,29-11-19,30-09-20,,,LZGJL4V4XKX102648
BAL8825ZM,,29-11-19,30-09-20,,,LZGJL4V45KX102637
BAL8687ZM,,29-11-19,30-09-20,,,LJRP12378K7005370
BAL8686ZM,,29-11-19,30-09-20,,1570321,LIRP1237XK7005385
TBA831,,29-11-19,30-09-20,,,GRX120-3072831
AHB6096ZM,,01-01-20,31-12-20,,1570335,LZGJLNR45JX093467
BAL9199ZM,,02-12-19,30-09-20,,,LJRP12372K7005381
BAL9197ZM,,02-12-19,30-09-20,,,LJRP12378K7005367
BAL9198ZM,,02-12-19,30-09-20,,,LJRP12376K7005383
BAL9349ZM,,05-12-19,30-09-20,,,LZGJL4V48KX102647
BAL9349ZM,,05-12-19,30-09-20,,,LZGJL4V48KX102647
BAL9362ZM,,05-12-19,30-09-20,,,LZGJL4V47KX102638
BAL9359ZM,,05-12-19,30-09-20,,,LJRP12371K7005369
BAL9360ZM,,05-12-19,30-09-20,,,LZGJL4V41KX102635
BAL9363ZM,,05-12-19,30-09-20,,,LJRP12372K7005378
ALH4570,,01-01-20,31-12-20,,1570527,JN1TAN51Z0130489
ALT 1366,,01-01-20,31-12-20,,,SALLAAA135A334096
ABV 9611,,01-01-20,31-12-20,,,AHTEZ39G407017178
BAC9915,,01-01-20,31-12-20,,,NT30-006119
BAL9422ZM,,06-12-19,30-09-20,,1570330,LJRP12374K7005379
BAL9421ZM,,06-12-19,30-09-20,,,LZGJL4V40KX102643
ALV6244,,01-01-20,31-12-20,,1570555,6FPNXXMJ2NDD50768
BCA3447,,01-01-20,31-12-20,,1570559,LZZ5ELND4FN072853
ACZ1415,,01-01-20,31-12-20,,1570557,LZZ5BLMF4EN893445
BCA3471,,01-01-20,31-12-20,,1570558,LZZ5ELND2FN072852
BAL965ZM,,07-12-19,30-09-20,,1570561,LJRB138B5K2000404
ALF2721,,01-01-20,31-12-20,,1570564,AHTFZ29GX09076223
ALK2434,,01-01-20,31-12-20,,1570565,LGHXGGHN9C7006537
BAF462,,01-01-20,31-12-20,,1570567,ABJFK62FLDEY00547
BAG304ZM,,01-01-20,31-12-20,,1570569,AZR60-0113076
ALL773,,01-07-20,31-12-20,,1570571,AHTFZ29G809094140
ALZ2428,,07-12-19,30-09-20,,1570577,6FPPXXMJ2PER29485
ARB5070ZM,,01-01-20,31-12-20,,1570587,BL5-054379
BAK5315ZM,,01-01-20,31-12-20,,,LZZ5EXSC3JN430035
BAH4518ZM,,01-01-20,31-12-20,,1570589,ANH10-0171386
BAH4521ZM,,01-01-20,31-12-20,,,LGDCM91L6BB100081
BCB7684ZM,,11-12-19,30-09-20,,,LZGJLHT42JX040333
BCB7719ZM,,11-12-19,30-09-20,,,LZGJLHT41JX040338
BCB7717ZM,,11-12-19,30-09-20,,,LJRP123A5J6006489
BCB7703ZM,,11-12-19,30-09-20,,,LJRP123AXJ6006486
ALJ 1153,,01-01-20,31-12-20,,,LA9BSM50MSBK201207039
BAJ1891ZM,,01-01-20,31-12-20,,,AAH089052PERF3122
BCB7705ZM,,01-01-20,31-12-20,,,LJRP123A1J6006487
BCB7701ZM,,01-01-20,31-12-20,,,LJRP123A1J6006490
BCB7721ZM,,01-01-20,31-12-20,,,LJRP123A8J6006485
BCB7713ZM,,01-01-20,31-12-20,,,LZGJLHT40JX040332
BCB7714ZM,,01-01-20,31-12-20,,,LZGJLHT49JXO40328
BCB7685ZM,,01-01-20,31-12-20,,,LZGJLHT48JX040336
BLA505ZM,,01-01-20,31-12-20,,,LZGJLNV48EX105218
BLA477ZM,,01-01-20,31-12-20,,,LZGJLNV45EX105239
BLA473ZM,,01-01-20,31-12-20,,,LZGJLNV4XEX105219
BLA479ZM,,01-01-20,31-12-20,,,ADV19168AJ21F4285
BLA478ZM,,01-01-20,31-12-20,,,ADV19168AJ22F4286
BLA474ZM,,01-01-20,31-12-20,,,ADV19168AJ23F4287
ABJ 3934T,,01-01-20,31-12-20,,,A112388-89072679
ALH 817,,01-01-20,31-12-20,,1570713,1FUJA6CK14LM16038
ABX 2068,,01-01-20,31-12-20,,1570714,1FUJA6CG13LK81430
AJE2952ZM,,01-01-20,31-12-20,,,ADV19125AJ08F3697
AJE2955ZM,,01-01-20,31-12-20,,,ADV19125AJ09F3698
AJE2953ZM,,01-01-20,31-12-20,,,ADV19125AJ07F3696
AJE2951ZM,,01-01-20,31-12-20,,,AAK3342FTJB051223
AJE2954ZM,,01-01-20,31-12-20,,,AAK3342FTJB061235
AJE2950ZM,,01-01-20,31-12-20,,,AAK3342FTJB012831
BAC1755ZM,,01-01-20,31-12-20,,1570228,RCH41-0052713
BAJ9149ZM,,01-01-20,31-12-20,,1570228,NZE121-3123584
BAJ9966ZM,,01-01-20,31-12-20,,1570228,NZE121-3083467
BAH2596ZM,,01-01-20,31-12-20,,,GRX120-3000020
ALB5617,,01-01-20,31-12-20,,1570645,PN111NV5107005729
BAK1818,,01-01-20,31-12-20,,1570646,LVAV2MBB3JC001818
BAK3192ZM,,01-01-20,31-12-20,,1570647,JTEBH3FJ10K003427
BAC3634,,01-01-20,31-12-20,,,PN133JV2508543618
ALL6477,,14-12-19,30-09-20,,1570654,V65W0100271
,,,,,,
ABV8588,,01-01-20,31-12-20,,1570660,WDC1631132A333529
BAA 6152,,01-01-20,31-12-20,,1570696,AHTFZ29G209129478
BAB 3353,,01-01-20,31-12-20,,1570695,LVAV2MBBXFJ014486
BAB 9188,,01-01-20,31-12-20,,,LKLS1AS40CA610335
BAL2614ZM,,01-01-20,31-12-20,,1110868,AHTKB8CDX02972941
ALV 6644,,01-01-20,31-12-20,,,SALVA2ADXDH745998
,,01-01-20,31-12-20,,,
ALV5651,,01-01-20,31-12-20,,,FC3JEA-10020
ABT 1848,,01-01-20,31-12-20,,,JTDBH38K200009615
ABH4596T,,01-01-20,31-12-20,,,TA116CV1632403
ABT6582,,01-01-20,31-12-20,,,NZE121-3010613
ALT2086,,01-01-20,31-12-20,,,XZB40-0053762
ALB6289,,01-01-20,31-12-20,,,PN1J502P104003443
,,,,,,
,,,,,,
BAC3401,,01-01-20,31-12-20,,,PN133JV2508542581
BAL7583ZM,,01-01-20,31-12-20,,1570726,ANH10-0073768
TBA918,,19-12-19,31-03-20,,,86SL50L1NJN009918
TBA087,,19-12-19,31-03-20,,,020309T0349
TBA135,,19-12-19,31-03-20,,,020309T0334
BAJ605ZM,,01-01-20,31-12-20,,1570740,AHTKA3CD505310415
ALG 811,,01-01-20,31-12-20,,,RZJ95-0033680
ALT 1194,,01-01-20,31-12-20,,,ZZE123-0007341
ALG8824,,01-01-20,31-12-20,,,AG00187/007063
ALE1301,,01-01-20,31-03-20,,1570797,JTEBY99J600167539
BAF3239ZM,,01-01-20,31-12-20,,,WBANU12010CW23314
ABZ3620,,01-04-20,31-12-20,,1570798,MCUI0-0058049
BAE8866,,01-01-20,31-12-20,,,JTMHV05J804204544
ALK7558,,01-01-20,31-12-20,,,SALLSAA23AA248354
BAE8695,,01-01-20,31-12-20,,,6FPNXXMJ2NGC71324
ALF3333,,01-01-20,31-12-20,,,JTERB71J-700040153
BAE8552,,01-01-20,31-12-20,,,WF0FXXTTGFFC66751
ALV8103,,01-01-20,31-12-20,,,JTELV73J609009837
ABM7550,,01-01-20,31-12-20,,,JNITESY61Z0561901
ALE9630,,01-01-20,31-12-20,,,AHTFZ29G509075786
BAF4879ZM,,01-01-20,31-12-20,,,WF0DXXTTGDFL61290
ALX8701,,01-01-20,31-12-20,,,JTELB71J007108709
ALT6081,,01-01-20,31-12-20,,,JN1CPUD22U0138167
ABK6117,,01-01-20,31-12-20,,,AHTFZ29G10-9012636
BAC4674,,01-01-20,31-12-20,,,MAJBXXMRKBFU19668
AEB1811ZM,,01-01-20,31-12-20,,,NZE141-6054274
BAH4845ZM,,01-01-20,31-12-20,,,JMZGG14F501285378
ALX1926,,01-01-20,31-12-20,,,1FUJA6CCU46LW93747
ALM8380T,,01-01-20,31-12-20,,,AHBDSB3SDDB050912
ALL4647T,,01-01-20,31-12-20,,,AHBDSB3SDCB129872
BAF1803ZM,,01-01-20,31-12-20,,,LVBV4JBB5GJ095032
BAF1803ZM,,01-01-20,31-12-20,,,LVBV4JBB5GJ095032
AIB9921ZM,,01-01-20,31-12-20,,,LZZ5BLNF8GN124934
AIB9917ZM,,01-01-20,31-12-20,,,LZZ5ELND2GN123347
AIB9924ZM,,01-01-20,31-12-20,,,LZZ5ELND2GN123350
AIB9923ZM,,01-01-20,31-12-20,,,LZZ5ELND7GN123344
AIB9916ZM,,01-01-20,31-12-20,,,LZZ5ELND9GN123345
AIB9919ZM,,01-01-20,31-12-20,,,LZZ5ELND1GN123341
AIB9926ZM,,01-01-20,31-12-20,,,LZZ5ELND0GN123346
AIB9920ZM,,01-01-20,31-12-20,,,LZZ5ELND4GN123348
AIB9914ZM,,01-01-20,31-12-20,,,LZZ5ELND4GN123351
AIB9927ZM,,01-01-20,31-12-20,,,LZZ5ELND6GN123349
AIC230ZM,,01-01-20,31-12-20,,,LZZ5ELNDXGN123340
AIB9928ZM,,01-01-20,31-12-20,,,LZZ5ELND5GN123343
AIB9925ZM,,01-01-20,31-12-20,,,LZZ5ELND8GN123353
AIB9908ZM,,01-01-20,31-12-20,,,LZZ5ELND3GN123339
AIB9910ZM,,01-01-20,31-12-20,,,LZZ5ELND1GN123338
ALZ3440,,01-01-20,31-12-20,,,LZZ5ELND1EN898011
ALZ3410,,01-01-20,31-12-20,,,LZZ5ELND7EN898014
ALZ3296,,01-01-20,31-12-20,,,ZZ5ELND7EN898031
ALZ3297,,01-01-20,31-12-20,,,LZZ5ELND9EN898032
ALZ3412,,01-01-20,31-12-20,,,LZZ5ELND2EN898017
ALZ3416,,01-01-20,31-12-20,,,LZZ5ELND5EN898027
ALK5349,,01-01-20,31-12-20,,,LBZF46EA3CA015976
AIC1717ZM,,01-01-20,31-12-20,,,LZZ5ELND1KD483207
AIC1719ZM,,01-01-20,31-12-20,,,LZZ5ELND3KD483208
ALF862,,01-01-20,31-12-20,,,LBZ446DB0CA003222
AIB9907ZM,,01-01-20,31-12-20,,,LZZ5CLNB2GW143211
AIC229ZM,,01-01-20,31-12-20,,,LZZ5CLNB4GW143212
BAF6826ZM,,01-01-20,31-12-20,,1570799,KMHJU81VSFU066038
ABZ6864,,01-01-20,31-12-20,,1570802,GX100-0065960
BAL6390ZM,,01-01-20,31-12-20,,,JTEBH3FJ50K028878
,,,,,,
BLA1469ZM,,01-01-20,31-12-20,,,LR332J3001076
BAG 237ZM,,01-01-20,31-12-20,,,LVBV4JBB6HJ016453
BAJ8254ZM,,01-01-20,31-12-20,,,LVBV4JBB1JE003348
ALD 5928,,01-01-20,31-12-20,,,LVBV6PECOB4016187
ALC4236,,01-04-20,31-03-21,,1571625,XLER6X20004384147
ALD 3841,,01-01-20,31-12-20,,,LVBV6PEC2BL026829
BAK 5292ZM,,01-01-20,31-12-20,,,LA9133RT8JACTD526
BAK 5299ZM,,01-01-20,31-12-20,,,LA9132RC1JACTD524
BAK 5300ZM,,01-01-20,31-12-20,,,LA9132RC3JACTD525
ALZ 68,,01-01-20,31-12-20,,,LGAXJK459C7003877
AIC1714ZM,,01-01-20,31-12-20,,,LZZ5CLNB2KW487632
AIB9915ZM,,01-01-20,31-12-20,,,LZZ5BBMFXGN126051
AIC228ZM,,01-01-20,31-12-20,,,LA99EGH33GOTLR046
AIB9909ZM,,01-01-20,31-12-20,,,LA99EEH38G0TLR047
BAK8369ZM,,01-01-20,31-12-20,,,JTMHV02J104266307
BAA8905ZM,,01-01-20,31-12-20,,,AHTFZ29G009132072
ACX702,,01-01-20,31-12-20,,,NZE121-0133786
BAB5369,,01-01-20,31-12-20,,,WBAGL62080DJ91016
BAE369,,01-01-20,31-12-20,,,JTEBY29J900069788
CRS369,,01-01-20,31-12-20,,,1J8H1E8M57Y591497
ALM7583,,01-01-20,31-12-20,,,AHTE239G807007009
AIC1718ZM,,01-01-20,31-12-20,,,LZZGWBZL5KS000508
AIC1710ZM,,01-01-20,31-12-20,,,LZZ5BBMF0KW484939
BAK5408ZM,,01-01-20,31-12-20,,,AHHZCL2H001004818
BAK6543ZM,,01-01-20,31-12-20,,,FB4JEA-10069
BAK6643ZM,,01-01-20,31-12-20,,,XZU421-0003942
BAD3062,,01-01-20,31-12-20,,,AHTDR22G305539201
BAE2763,,01-01-20,31-12-20,,,AHTKS8CD701870910
BAF5535ZM,,01-01-20,31-12-20,,,AHTHZ3CD100841160
BAF4290ZM,,01-01-20,31-12-20,,,AHTKS8CDX01871906
ALX3022,,01-01-20,31-12-20,,,JTERB71J5-00004476
BAE2887,,01-01-20,31-12-20,,,SALGA2HE5GA261158
ALC 7788,,01-01-20,31-12-20,,,ACA21-0017238
BAG5912ZM,,01-01-20,31-12-20,,,ZNM10-0037557
BAK2328ZM,,01-01-20,31-12-20,,,ANH15-0035125
AEB 2002ZM,,01-01-20,31-12-20,,,URJ2025001321
BAE 9464,,01-01-20,31-12-20,,,TRJ120-5141824
AEB 1664ZM,,01-01-20,31-12-20,,,GRJ121-0001281
BAK 3498ZM,,01-01-20,31-12-20,,,L1C39HRG9J0000326
BAK 3501ZM,,01-01-20,31-12-20,,,L1C39HRG2J0000328
BAK 3823ZM,,01-01-20,31-12-20,,,LZZ5CLSBXJN436064
BAK 3497ZM,,01-01-20,31-12-20,,,LZZ5CLSB6JN436062
BAD 9436,,01-01-20,31-12-20,,,AHTZ29G009030349
BAE 2501,,01-01-20,31-12-20,,,NZT240-5031186
BAF 8052ZM,,01-01-20,31-12-20,,,JTEBY29J300020330
BAE9836,,01-01-20,31-12-20,,,KDH200-0012407
BAF1321ZM,,27-12-19,31-12-20,,,PN133JV2508577125
ALL 8881,,01-01-20,31-12-20,,,FC2JJB-11493
BAJ5133ZM,,01-01-20,31-12-20,,,ANH10-0112827
BAP27ZM,,01-01-20,31-12-20,,,WDD2120472A453996
,,,,,,
BAJ6759ZM,,01-01-20,31-12-20,,1570927,ANH10-0175821
ABR8176,,01-01-20,31-12-20,,150819,LNBRCFTC8N700206
,,,,,1570940,
AIB3932,,01-01-20,31-12-20,,1570941,AHTEZ399507035222
BAK 3743ZM,,01-01-20,31-12-20,,,GRX125-0009561
BAA 5914,,01-01-20,31-12-20,,,ADMHSCCR2C4721655
BAG 5003ZM,,01-01-20,31-12-20,,,SALLAAAF3AA548735
ALT 5313,,01-04-20,30-06-20,,1570126,RZH112-1000035
BAK7928ZM,,01-01-20,31-12-20,,,XZU411-0008791
BAP253ZM,,01-01-20,31-12-20,,1570969,LZGJLJT42KX102550
BAP271ZM,,01-01-20,31-12-20,,1570968,LZGJLJT4XKX102554
BAP258ZM,,01-01-20,31-12-20,,,LZGJLJT48KX102553
BAP309ZM,,01-01-20,31-12-20,,1570967,LZGJLJT46KX102552
